Make,Model,Type,Origin,DriveTrain,MSRP,Invoice,EngineSize,Cylinders,Horsepower,MPG_City,MPG_Highway,Weight,Wheelbase,Length
Mitsubishi,Endeavor XLS,SUV,Asia,All,30492,28330,3.8,6.0,215.0,17.0,21.0,4134.0,109.0,190.0
Mitsubishi,Montero XLS,SUV,Asia,All,33112,30763,3.8,6.0,215.0,15.0,19.0,4718.0,110.0,190.0
Mitsubishi,Outlander LS,SUV,Asia,Front,18892,17569,2.4,4.0,160.0,21.0,27.0,3240.0,103.0,179.0
Mitsubishi,Lancer ES 4dr,Sedan,Asia,Front,14622,13751,2.0,4.0,120.0,25.0,31.0,2656.0,102.0,181.0
Mitsubishi,Lancer LS 4dr,Sedan,Asia,Front,16722,15718,2.0,4.0,120.0,25.0,31.0,2795.0,102.0,181.0
Mitsubishi,Galant ES 2.4L 4dr,Sedan,Asia,Front,19312,17957,2.4,4.0,160.0,23.0,30.0,3351.0,108.0,191.0
Mitsubishi,Lancer OZ Rally 4dr auto,Sedan,Asia,Front,17232,16196,2.0,4.0,120.0,25.0,31.0,2744.0,102.0,181.0
Mitsubishi,Diamante LS 4dr,Sedan,Asia,Front,29282,27250,3.5,6.0,205.0,18.0,25.0,3549.0,107.0,194.0
Mitsubishi,Galant GTS 4dr,Sedan,Asia,Front,25700,23883,3.8,6.0,230.0,18.0,26.0,3649.0,108.0,191.0
Mitsubishi,Eclipse GTS 2dr,Sports,Asia,Front,25092,23456,3.0,6.0,210.0,21.0,28.0,3241.0,101.0,177.0
Mitsubishi,Eclipse Spyder GT convertible 2dr,Sports,Asia,Front,26992,25218,3.0,6.0,210.0,21.0,28.0,3296.0,101.0,177.0
Mitsubishi,Lancer Evolution 4dr,Sports,Asia,Front,29562,27466,2.0,4.0,271.0,18.0,26.0,3263.0,103.0,179.0
Mitsubishi,Lancer Sportback LS,Wagon,Asia,Front,17495,16295,2.4,4.0,160.0,25.0,31.0,3020.0,102.0,181.0
Nissan,Pathfinder Armada SE,SUV,Asia,Front,33840,30815,5.6,8.0,305.0,13.0,19.0,5013.0,123.0,207.0
Nissan,Pathfinder SE,SUV,Asia,Front,27339,25972,3.5,6.0,240.0,16.0,21.0,3871.0,106.0,183.0
Nissan,Xterra XE V6,SUV,Asia,Front,20939,19512,3.3,6.0,180.0,17.0,20.0,3760.0,104.0,178.0
Nissan,Sentra 1.8 4dr,Sedan,Asia,Front,12740,12205,1.8,4.0,126.0,28.0,35.0,2513.0,100.0,178.0
Nissan,Sentra 1.8 S 4dr,Sedan,Asia,Front,14740,13747,1.8,4.0,126.0,28.0,35.0,2581.0,100.0,178.0
Nissan,Altima S 4dr,Sedan,Asia,Front,19240,18030,2.5,4.0,175.0,21.0,26.0,3039.0,110.0,192.0
Nissan,Sentra SE-R 4dr,Sedan,Asia,Front,17640,16444,2.5,4.0,165.0,23.0,28.0,2761.0,100.0,178.0
Nissan,Altima SE 4dr,Sedan,Asia,Front,23290,21580,3.5,6.0,245.0,21.0,26.0,3197.0,110.0,192.0
Nissan,Maxima SE 4dr,Sedan,Asia,Front,27490,25182,3.5,6.0,265.0,20.0,28.0,3473.0,111.0,194.0
Nissan,Maxima SL 4dr,Sedan,Asia,Front,29440,26966,3.5,6.0,265.0,20.0,28.0,3476.0,111.0,194.0
Nissan,Quest S,Sedan,Asia,Front,24780,22958,3.5,6.0,240.0,19.0,26.0,4012.0,124.0,204.0
Nissan,Quest SE,Sedan,Asia,Front,32780,30019,3.5,6.0,240.0,18.0,25.0,4175.0,124.0,204.0
Nissan,350Z coupe 2dr,Sports,Asia,Rear,26910,25203,3.5,6.0,287.0,20.0,26.0,3188.0,104.0,169.0
Nissan,350Z Enthusiast convertible 2dr,Sports,Asia,Rear,34390,31845,3.5,6.0,287.0,20.0,26.0,3428.0,104.0,169.0
Nissan,Frontier King Cab XE V6,Truck,Asia,All,19479,18253,3.3,6.0,180.0,17.0,20.0,3932.0,116.0,191.0
Nissan,Titan King Cab XE,Truck,Asia,All,26650,24926,5.6,8.0,305.0,14.0,18.0,5287.0,140.0,224.0
Nissan,Murano SL,Wagon,Asia,Rear,28739,27300,3.5,6.0,245.0,20.0,25.0,3801.0,111.0,188.0
Oldsmobile,Alero GX 2dr,Sedan,USA,Front,18825,17642,2.2,4.0,140.0,24.0,32.0,2946.0,107.0,187.0
Oldsmobile,Alero GLS 2dr,Sedan,USA,Front,23675,21485,3.4,6.0,170.0,20.0,29.0,3085.0,107.0,187.0
Oldsmobile,Silhouette GL,Sedan,USA,Front,28790,26120,3.4,6.0,185.0,19.0,26.0,3948.0,120.0,201.0
Pontiac,Aztekt,SUV,USA,Front,21595,19810,3.4,6.0,185.0,19.0,26.0,3779.0,108.0,182.0
Pontiac,Sunfire 1SA 2dr,Sedan,USA,Front,15495,14375,2.2,4.0,140.0,24.0,33.0,2771.0,104.0,182.0
Pontiac,Grand Am GT 2dr,Sedan,USA,Front,22450,20595,3.4,6.0,175.0,20.0,29.0,3118.0,107.0,186.0
Pontiac,Grand Prix GT1 4dr,Sedan,USA,Front,22395,20545,3.8,6.0,200.0,20.0,30.0,3477.0,111.0,198.0
Pontiac,Sunfire 1SC 2dr,Sedan,USA,Front,17735,16369,2.2,4.0,140.0,24.0,33.0,2771.0,104.0,182.0
Pontiac,Grand Prix GT2 4dr,Sedan,USA,Front,24295,22284,3.8,6.0,200.0,20.0,30.0,3484.0,111.0,198.0
Pontiac,Bonneville GXP 4dr,Sedan,USA,Front,35995,32997,4.6,8.0,275.0,17.0,20.0,3790.0,112.0,203.0
Pontiac,Montana,Sedan,USA,Front,23845,21644,3.4,6.0,185.0,19.0,26.0,3803.0,112.0,187.0
Pontiac,Montana EWB,Sedan,USA,All,31370,28454,3.4,6.0,185.0,18.0,24.0,4431.0,121.0,201.0
Pontiac,GTO 2dr,Sports,USA,Rear,33500,30710,5.7,8.0,340.0,16.0,20.0,3725.0,110.0,190.0
Pontiac,Vibe,Wagon,USA,Rear,17045,15973,1.8,4.0,130.0,29.0,36.0,2701.0,102.0,172.0
Porsche,Cayenne S,SUV,Europe,All,56665,49865,4.5,8.0,340.0,14.0,18.0,4950.0,112.0,188.0
Porsche,911 Carrera convertible 2dr (coupe),Sports,Europe,Rear,79165,69229,3.6,6.0,315.0,18.0,26.0,3135.0,93.0,175.0
Porsche,911 Carrera 4S coupe 2dr (convert),Sports,Europe,All,84165,72206,3.6,6.0,315.0,17.0,24.0,3240.0,93.0,175.0
Porsche,911 Targa coupe 2dr,Sports,Europe,Rear,76765,67128,3.6,6.0,315.0,18.0,26.0,3119.0,93.0,175.0
Porsche,911 GT2 2dr,Sports,Europe,Rear,192465,173560,3.6,6.0,477.0,17.0,24.0,3131.0,93.0,175.0
Porsche,Boxster convertible 2dr,Sports,Europe,Rear,43365,37886,2.7,6.0,228.0,20.0,29.0,2811.0,95.0,170.0
Porsche,Boxster S convertible 2dr,Sports,Europe,Rear,52365,45766,3.2,6.0,258.0,18.0,26.0,2911.0,95.0,170.0
Saab,9-3 Arc Sport 4dr,Sedan,Europe,Front,30860,29269,2.0,4.0,210.0,20.0,28.0,3175.0,105.0,183.0
Saab,9-3 Aero 4dr,Sedan,Europe,Front,33360,31562,2.0,4.0,210.0,20.0,28.0,3175.0,105.0,183.0
Saab,9-5 Arc 4dr,Sedan,Europe,Front,35105,33011,2.3,4.0,220.0,21.0,29.0,3470.0,106.0,190.0
Saab,9-5 Aero 4dr,Sedan,Europe,Front,39465,37721,2.3,4.0,250.0,21.0,29.0,3470.0,106.0,190.0
Saab,9-3 Arc convertible 2dr,Sedan,Europe,Front,40670,38520,2.0,4.0,210.0,21.0,29.0,3480.0,105.0,182.0
Saab,9-3 Aero convertible 2dr,Sedan,Europe,Front,43175,40883,2.0,4.0,210.0,21.0,30.0,3700.0,105.0,182.0
Saab,9-5 Aero,Wagon,Europe,Front,40845,38376,2.3,4.0,250.0,19.0,29.0,3620.0,106.0,190.0
Saturn,VUE,SUV,USA,All,20585,19238,2.2,4.0,143.0,21.0,26.0,3381.0,107.0,181.0
Saturn,Ion1 4dr,Sedan,USA,Front,10995,10319,2.2,4.0,140.0,26.0,35.0,2692.0,103.0,185.0
Saturn,lon2 4dr,Sedan,USA,Front,14300,13393,2.2,4.0,140.0,26.0,35.0,2692.0,103.0,185.0
Saturn,lon3 4dr,Sedan,USA,Front,15825,14811,2.2,4.0,140.0,26.0,35.0,2692.0,103.0,185.0
Saturn,lon2 quad coupe 2dr,Sedan,USA,Front,14850,13904,2.2,4.0,140.0,26.0,35.0,2751.0,103.0,185.0
Saturn,lon3 quad coupe 2dr,Sedan,USA,Front,16350,15299,2.2,4.0,140.0,26.0,35.0,2751.0,103.0,185.0
Saturn,L300-2 4dr,Sedan,USA,Front,21410,19801,3.0,6.0,182.0,20.0,28.0,3197.0,107.0,190.0
Saturn,L300 2,Wagon,USA,Front,23560,21779,2.2,4.0,140.0,24.0,34.0,3109.0,107.0,190.0
Scion,xA 4dr hatch,Sedan,Asia,Front,12965,12340,1.5,4.0,108.0,32.0,38.0,2340.0,93.0,154.0
Scion,xB,Wagon,Asia,Front,14165,13480,1.5,4.0,108.0,31.0,35.0,2425.0,98.0,155.0
Subaru,Impreza 2.5 RS 4dr,Sedan,Asia,All,19945,18399,2.5,4.0,165.0,22.0,28.0,2965.0,99.0,174.0
Subaru,Legacy L 4dr,Sedan,Asia,All,20445,18713,2.5,4.0,165.0,21.0,28.0,3285.0,104.0,184.0
Subaru,Legacy GT 4dr,Sedan,Asia,All,25645,23336,2.5,4.0,165.0,21.0,28.0,3395.0,104.0,184.0
Subaru,Outback Limited Sedan 4dr,Sedan,Asia,All,27145,24687,2.5,4.0,165.0,20.0,27.0,3495.0,104.0,184.0
Subaru,Outback H6 4dr,Sedan,Asia,All,29345,26660,3.0,6.0,212.0,19.0,26.0,3610.0,104.0,184.0
Subaru,Outback H-6 VDC 4dr,Sedan,Asia,All,31545,28603,3.0,6.0,212.0,19.0,26.0,3630.0,104.0,184.0
Subaru,Impreza WRX 4dr,Sports,Asia,All,25045,23022,2.0,4.0,227.0,20.0,27.0,3085.0,99.0,174.0
Subaru,Impreza WRX STi 4dr,Sports,Asia,All,31545,29130,2.5,4.0,300.0,18.0,24.0,3263.0,100.0,174.0
Subaru,Baja,Truck,Asia,All,24520,22304,2.5,4.0,165.0,21.0,28.0,3485.0,104.0,193.0
Subaru,Forester X,Wagon,Asia,All,21445,19646,2.5,4.0,165.0,21.0,28.0,3090.0,99.0,175.0
Subaru,Outback,Wagon,Asia,All,23895,21773,2.5,4.0,165.0,21.0,28.0,3430.0,104.0,187.0
Suzuki,XL-7 EX,SUV,Asia,Front,23699,22307,2.7,6.0,185.0,18.0,22.0,3682.0,110.0,187.0
Suzuki,Vitara LX,SUV,Asia,All,17163,16949,2.5,6.0,165.0,19.0,22.0,3020.0,98.0,163.0
Suzuki,Aeno S 4dr,Sedan,Asia,Front,12884,12719,2.3,4.0,155.0,25.0,31.0,2676.0,98.0,171.0
Suzuki,Aerio LX 4dr,Sedan,Asia,Front,14500,14317,2.3,4.0,155.0,25.0,31.0,2676.0,98.0,171.0
Suzuki,Forenza S 4dr,Sedan,Asia,Front,12269,12116,2.0,4.0,119.0,24.0,31.0,2701.0,102.0,177.0
Suzuki,Forenza EX 4dr,Sedan,Asia,Front,15568,15378,2.0,4.0,119.0,22.0,30.0,2756.0,102.0,177.0
Suzuki,Verona LX 4dr,Sedan,Asia,Front,17262,17053,2.5,6.0,155.0,20.0,27.0,3380.0,106.0,188.0
Suzuki,Aerio SX,Wagon,Asia,All,16497,16291,2.3,4.0,155.0,24.0,29.0,2932.0,98.0,167.0
Toyota,Prius 4dr (gas/electric),Hybrid,Asia,Front,20510,18926,1.5,4.0,110.0,59.0,51.0,2890.0,106.0,175.0
Toyota,Sequoia SR5,SUV,Asia,All,35695,31827,4.7,8.0,240.0,14.0,17.0,5270.0,118.0,204.0
Toyota,4Runner SR5 V6,SUV,Asia,Front,27710,24801,4.0,6.0,245.0,18.0,21.0,4035.0,110.0,189.0
Toyota,Highlander V6,SUV,Asia,All,27930,24915,3.3,6.0,230.0,18.0,24.0,3935.0,107.0,185.0
Toyota,Land Cruiser,SUV,Asia,All,54765,47986,4.7,8.0,325.0,13.0,17.0,5390.0,112.0,193.0
Toyota,RAV4,SUV,Asia,All,20290,18553,2.4,4.0,161.0,22.0,27.0,3119.0,98.0,167.0
Toyota,Corolla CE 4dr,Sedan,Asia,Front,14085,13065,1.8,4.0,130.0,32.0,40.0,2502.0,102.0,178.0
Toyota,Corolla S 4dr,Sedan,Asia,Front,15030,13650,1.8,4.0,130.0,32.0,40.0,2524.0,102.0,178.0
Toyota,Corolla LE 4dr,Sedan,Asia,Front,15295,13889,1.8,4.0,130.0,32.0,40.0,2524.0,102.0,178.0
Toyota,Echo 2dr manual,Sedan,Asia,Front,10760,10144,1.5,4.0,108.0,35.0,43.0,2035.0,93.0,163.0
Toyota,Echo 2dr auto,Sedan,Asia,Front,11560,10896,1.5,4.0,108.0,33.0,39.0,2085.0,93.0,163.0
Toyota,Echo 4dr,Sedan,Asia,Front,11290,10642,1.5,4.0,108.0,35.0,43.0,2055.0,93.0,163.0
Toyota,Camry LE 4dr,Sedan,Asia,Front,19560,17558,2.4,4.0,157.0,24.0,33.0,3086.0,107.0,189.0
Toyota,Camry LE V6 4dr,Sedan,Asia,Front,22775,20325,3.0,6.0,210.0,21.0,29.0,3296.0,107.0,189.0
Toyota,Camry Solara SE 2dr,Sedan,Asia,Front,19635,17722,2.4,4.0,157.0,24.0,33.0,3175.0,107.0,193.0
Toyota,Camry Solara SE V6 2dr,Sedan,Asia,Front,21965,19819,3.3,6.0,225.0,20.0,29.0,3417.0,107.0,193.0
Toyota,Avalon XL 4dr,Sedan,Asia,Front,26560,23693,3.0,6.0,210.0,21.0,29.0,3417.0,107.0,192.0
Toyota,Camry XLE V6 4dr,Sedan,Asia,Front,25920,23125,3.0,6.0,210.0,21.0,29.0,3362.0,107.0,189.0
Toyota,Camry Solara SLE V6 2dr,Sedan,Asia,Front,26510,23908,3.3,6.0,225.0,20.0,29.0,3439.0,107.0,193.0
Toyota,Avalon XLS 4dr,Sedan,Asia,Front,30920,27271,3.0,6.0,210.0,21.0,29.0,3439.0,107.0,192.0
Toyota,Sienna CE,Sedan,Asia,Front,23495,21198,3.3,6.0,230.0,19.0,27.0,4120.0,119.0,200.0
Toyota,Sienna XLE Limited,Sedan,Asia,Front,28800,25690,3.3,6.0,230.0,19.0,27.0,4165.0,119.0,200.0
Toyota,Celica GT-S 2dr,Sports,Asia,Front,22570,20363,1.8,4.0,180.0,24.0,33.0,2500.0,102.0,171.0
Toyota,MR2 Spyder convertible 2dr,Sports,Asia,Rear,25130,22787,1.8,4.0,138.0,26.0,32.0,2195.0,97.0,153.0
Toyota,Tacoma,Truck,Asia,Rear,12800,11879,2.4,4.0,142.0,22.0,27.0,2750.0,103.0,191.0
Toyota,Tundra Regular Cab V6,Truck,Asia,Rear,16495,14978,3.4,6.0,190.0,16.0,18.0,3925.0,128.0,218.0
Toyota,Tundra Access Cab V6 SR5,Truck,Asia,All,25935,23520,3.4,6.0,190.0,14.0,17.0,4435.0,128.0,218.0
Toyota,Matrix XR,Wagon,Asia,Front,16695,15156,1.8,4.0,130.0,29.0,36.0,2679.0,102.0,171.0
Volkswagen,Touareg V6,SUV,Europe,All,35515,32243,3.2,6.0,220.0,15.0,20.0,5086.0,112.0,187.0
Volkswagen,Golf GLS 4dr,Sedan,Europe,Front,18715,17478,2.0,4.0,115.0,24.0,31.0,2897.0,99.0,165.0
Volkswagen,GTI 1.8T 2dr hatch,Sedan,Europe,Front,19825,18109,1.8,4.0,180.0,24.0,31.0,2934.0,99.0,168.0
Volkswagen,Jetta GLS TDI 4dr,Sedan,Europe,Front,21055,19638,1.9,4.0,100.0,38.0,46.0,3003.0,99.0,172.0
Volkswagen,New Beetle GLS 1.8T 2dr,Sedan,Europe,Front,21055,19638,1.8,4.0,150.0,24.0,31.0,2820.0,99.0,161.0
Volkswagen,Jetta GLI VR6 4dr,Sedan,Europe,Front,23785,21686,2.8,6.0,200.0,21.0,30.0,3179.0,99.0,172.0
Volkswagen,New Beetle GLS convertible 2dr,Sedan,Europe,Front,23215,21689,2.0,4.0,115.0,24.0,30.0,3082.0,99.0,161.0
Volkswagen,Passat GLS 4dr,Sedan,Europe,Front,23955,21898,1.8,4.0,170.0,22.0,31.0,3241.0,106.0,185.0
Volkswagen,Passat GLX V6 4MOTION 4dr,Sedan,Europe,Front,33180,30583,2.8,6.0,190.0,19.0,26.0,3721.0,106.0,185.0
Volkswagen,Passat W8 4MOTION 4dr,Sedan,Europe,Front,39235,36052,4.0,8.0,270.0,18.0,25.0,3953.0,106.0,185.0
Volkswagen,Phaeton 4dr,Sedan,Europe,Front,65000,59912,4.2,8.0,335.0,16.0,22.0,5194.0,118.0,204.0
Volkswagen,Phaeton W12 4dr,Sedan,Europe,Front,75000,69130,6.0,12.0,420.0,12.0,19.0,5399.0,118.0,204.0
Volkswagen,Jetta GL,Wagon,Europe,Front,19005,17427,2.0,4.0,115.0,24.0,30.0,3034.0,99.0,174.0
Volkswagen,Passat GLS 1.8T,Wagon,Europe,Front,24955,22801,1.8,4.0,170.0,22.0,31.0,3338.0,106.0,184.0
Volkswagen,Passat W8,Wagon,Europe,Front,40235,36956,4.0,8.0,270.0,18.0,25.0,4067.0,106.0,184.0
Volvo,XC90 T6,SUV,Europe,All,41250,38851,2.9,6.0,268.0,15.0,20.0,4638.0,113.0,189.0
Volvo,S40 4dr,Sedan,Europe,Front,25135,23701,1.9,4.0,170.0,22.0,29.0,2767.0,101.0,178.0
Volvo,S60 2.5 4dr,Sedan,Europe,All,31745,29916,2.5,5.0,208.0,20.0,27.0,3903.0,107.0,180.0
Volvo,S60 T5 4dr,Sedan,Europe,Front,34845,32902,2.3,5.0,247.0,20.0,28.0,3766.0,107.0,180.0
Volvo,S60 R 4dr,Sedan,Europe,All,37560,35382,2.5,5.0,300.0,18.0,25.0,3571.0,107.0,181.0
Volvo,S80 2.9 4dr,Sedan,Europe,Front,37730,35542,2.9,6.0,208.0,20.0,28.0,3576.0,110.0,190.0
Volvo,S80 2.5T 4dr,Sedan,Europe,All,37885,35688,2.5,5.0,194.0,20.0,27.0,3691.0,110.0,190.0
Volvo,C70 LPT convertible 2dr,Sedan,Europe,Front,40565,38203,2.4,5.0,197.0,21.0,28.0,3450.0,105.0,186.0
Volvo,C70 HPT convertible 2dr,Sedan,Europe,Front,42565,40083,2.3,5.0,242.0,20.0,26.0,3450.0,105.0,186.0
Volvo,S80 T6 4dr,Sedan,Europe,Front,45210,42573,2.9,6.0,268.0,19.0,26.0,3653.0,110.0,190.0
Volvo,V40,Wagon,Europe,Front,26135,24641,1.9,4.0,170.0,22.0,29.0,2822.0,101.0,180.0
Volvo,XC70,Wagon,Europe,All,35145,33112,2.5,5.0,208.0,20.0,27.0,3823.0,109.0,186.0
